objectId,CV_probability_RS_12,CV_probability_RS_24,CV_probability_RS_32,CV_probability_RS_42,CV_probability_RS_58,CV_probability_RS_12_1,finkclass,number_of_files,common_in_files
ZTF19aanpgdw,,,0.95089763,,0.9887971,0.9890043,,3,"RS_32, RS_58, RS_12_1"
ZTF18abcdtlj,,,,0.97699887,0.90169775,0.9117066,,3,"RS_42, RS_58, RS_12_1"
ZTF18abceint,0.98956466,,0.9434228,,,0.9678072,Unknown,3,"RS_12, RS_32, RS_12_1"
ZTF17aabshnv,0.93725306,,,,0.9137144,0.95847493,CataclyV*,3,"RS_12, RS_58, RS_12_1"
ZTF17aabswnq,,0.9643316,0.9631441,0.95410156,,,,3,"RS_24, RS_32, RS_42"
ZTF19aanchzf,,,0.91441804,0.93093544,,0.92461324,,3,"RS_32, RS_42, RS_12_1"
ZTF24aajpkog,0.9298883,,,0.9795562,,0.90171057,Unknown,3,"RS_12, RS_42, RS_12_1"
ZTF18abcsatf,,0.9708929,,,0.96451527,0.97161084,,3,"RS_24, RS_58, RS_12_1"
ZTF18abomvcg,0.98676467,,0.9074588,,,0.96474385,CataclyV*,3,"RS_12, RS_32, RS_12_1"
ZTF18aczecdj,0.9635917,0.94192016,,,,0.97879535,Unknown,3,"RS_12, RS_24, RS_12_1"
ZTF17aacbuuj,0.9088741,0.92424905,0.96928656,,,,CataclyV*,3,"RS_12, RS_24, RS_32"
ZTF18abtnfxg,,,0.9201982,,0.9878444,0.9560167,,3,"RS_32, RS_58, RS_12_1"
ZTF17aaddxac,,0.9806138,,,0.96683437,0.9792132,,3,"RS_24, RS_58, RS_12_1"
ZTF17aadeudb,,,0.9007127,,0.9664642,0.9236119,,3,"RS_32, RS_58, RS_12_1"
ZTF18aabktwo,0.96049756,0.9299899,,,0.94657004,,CataclyV*,3,"RS_12, RS_24, RS_58"
ZTF17aacmiwg,0.9110839,,,0.9784908,0.9571787,,CataclyV*,3,"RS_12, RS_42, RS_58"
ZTF18aablttq,0.97924006,,0.96840525,,,0.9423308,CataclyV*,3,"RS_12, RS_32, RS_12_1"
ZTF17aacnfia,,,0.9603737,,0.98305005,0.95753664,,3,"RS_32, RS_58, RS_12_1"
ZTF18aabniof,0.96064395,,,,0.94778395,0.954917,CataclyV*,3,"RS_12, RS_58, RS_12_1"
ZTF19adgobek,,,0.9877175,0.9039963,0.986129,,,3,"RS_32, RS_42, RS_58"
ZTF19aaahqdl,0.9821247,0.9449106,,,,0.9720825,Unknown,3,"RS_12, RS_24, RS_12_1"
ZTF19aabiozv,0.98787564,,,0.9778179,,0.96905285,CataclyV*,3,"RS_12, RS_42, RS_12_1"
ZTF21abavzjd,,,,0.98459226,0.96977377,0.918522,,3,"RS_42, RS_58, RS_12_1"
ZTF18aagsenq,0.9808919,,0.9135813,,,0.92822284,CataclyV*,3,"RS_12, RS_32, RS_12_1"
ZTF18adnluuy,,,0.9201982,,0.9878444,0.9560167,,3,"RS_32, RS_58, RS_12_1"
ZTF18abtrvrd,0.97053,,,,0.99636215,0.99560815,CataclyV*,3,"RS_12, RS_58, RS_12_1"
ZTF17aadesnh,,0.9056495,,,0.990845,0.9765354,,3,"RS_24, RS_58, RS_12_1"
ZTF18abumkda,0.9332158,,0.99247074,,0.9880476,,CataclyV*,3,"RS_12, RS_32, RS_58"
ZTF18aabszen,,0.925446,,,0.93699163,0.9700112,,3,"RS_24, RS_58, RS_12_1"
ZTF18abudxnu,,,0.9232376,0.95427895,0.95599014,,,3,"RS_32, RS_42, RS_58"
ZTF19aaapbvi,0.9526542,,,,0.9939726,0.98903614,CataclyV*,3,"RS_12, RS_58, RS_12_1"
ZTF18aabrqzd,,,0.940819,,0.9949597,0.97922164,,3,"RS_32, RS_58, RS_12_1"
ZTF17aaaipza,,0.9056495,,,0.990845,0.9765354,,3,"RS_24, RS_58, RS_12_1"
ZTF19aacowoc,,,0.90153,,0.9779559,0.9341196,,3,"RS_32, RS_58, RS_12_1"
ZTF17aacekfc,,,0.9007127,,0.9664642,0.9236119,,3,"RS_32, RS_58, RS_12_1"
ZTF18aabjncu,0.9698803,,0.9308141,0.95495564,,,CataclyV*,3,"RS_12, RS_32, RS_42"
ZTF18abppgdj,0.9274672,,,0.9332212,0.9526437,,CataclyV*,3,"RS_12, RS_42, RS_58"
ZTF18abqdtes,0.95875645,,,,0.9499896,0.9638741,CataclyV*,3,"RS_12, RS_58, RS_12_1"
ZTF17aaatgri,,,0.93420607,,0.946489,0.9878399,,3,"RS_32, RS_58, RS_12_1"
ZTF18abxgykz,0.96490175,,,,0.9917965,0.9786477,CataclyV*,3,"RS_12, RS_58, RS_12_1"
ZTF18abwzssj,,0.9781607,,,0.9753695,0.96637905,,3,"RS_24, RS_58, RS_12_1"
ZTF18abqedag,,,0.9364014,,0.9854236,0.93290746,,3,"RS_32, RS_58, RS_12_1"
ZTF18aabjqhl,,,0.99217075,,0.99427044,0.98830193,,3,"RS_32, RS_58, RS_12_1"
ZTF18abskynw,0.9985189,,0.94631934,,0.94549483,,CataclyV*,3,"RS_12, RS_32, RS_58"
ZTF18abrqfjs,0.9136081,0.9499114,,0.9830862,,,CataclyV*,3,"RS_12, RS_24, RS_42"
ZTF18abscxct,,0.94786775,0.94012284,,,0.95908695,,3,"RS_24, RS_32, RS_12_1"
ZTF18abshhtu,,,0.93031543,,0.9989662,0.9920792,,3,"RS_32, RS_58, RS_12_1"
ZTF18abwnokc,,,0.9203124,,0.98289996,0.9704577,,3,"RS_32, RS_58, RS_12_1"
ZTF18adolwoi,0.96745414,,,,,0.9411093,CataclyV*,2,"RS_12, RS_12_1"
ZTF19abzlxpy,0.943063,,0.96400714,,,,Unknown,2,"RS_12, RS_32"
ZTF18adooaph,,,,,0.9614391,0.9052931,,2,"RS_58, RS_12_1"
ZTF17aadgkoj,,,,,0.987276,0.91494435,,2,"RS_58, RS_12_1"
ZTF19adgwxqp,,,,0.9621883,,0.9744143,,2,"RS_42, RS_12_1"
ZTF17aabojht,,,,,0.9044586,0.9934975,,2,"RS_58, RS_12_1"
ZTF19aaxnqtg,,,0.942053,,0.9878764,,,2,"RS_32, RS_58"
ZTF17aabrpuh,,,,0.9789748,0.95308566,,,2,"RS_42, RS_58"
ZTF20aakyvdk,,0.9490127,,0.962718,,,,2,"RS_24, RS_42"
ZTF18adnjmve,0.9502934,,,,,0.9015788,Unknown,2,"RS_12, RS_12_1"
ZTF19aaxkqhd,,,,,0.91525894,0.92510295,,2,"RS_58, RS_12_1"
ZTF19aalaiwx,,,,0.9621883,,0.9744143,,2,"RS_42, RS_12_1"
ZTF17aadbpoq,,,,,0.9044586,0.9934975,,2,"RS_58, RS_12_1"
ZTF17aaawqnt,,,,0.93171674,0.99528944,,,2,"RS_42, RS_58"
ZTF19acxpivm,,,,0.93189156,,0.90723944,,2,"RS_42, RS_12_1"
ZTF19acvwknn,0.90243113,,,0.9548977,,,Unknown,2,"RS_12, RS_42"
ZTF17aaawpsz,,,,,0.9796745,0.95901144,,2,"RS_58, RS_12_1"
ZTF17aabyrom,,,,,0.98371214,0.99114966,,2,"RS_58, RS_12_1"
ZTF17aadswom,,0.9570481,,,,0.94820046,,2,"RS_24, RS_12_1"
ZTF17aabypst,,0.95027137,,,0.9875079,,,2,"RS_24, RS_58"
ZTF19aaclwhr,0.959758,,,0.9342009,,,CataclyV*,2,"RS_12, RS_42"
ZTF18adjbzlj,0.9686094,,,,,0.945058,CataclyV*,2,"RS_12, RS_12_1"
ZTF17aabxkbu,,,,,0.97407883,0.926938,,2,"RS_58, RS_12_1"
ZTF17aadptta,0.9087708,,,,,0.9664687,Unknown,2,"RS_12, RS_12_1"
ZTF20aaeuecr,,,,,0.9858725,0.98568785,,2,"RS_58, RS_12_1"
ZTF19acltvuw,,,,0.9186282,,0.925301,,2,"RS_42, RS_12_1"
ZTF18admewpb,,,,,0.9503978,0.943975,,2,"RS_58, RS_12_1"
ZTF18adlzzsh,,0.9804301,0.972129,,,,,2,"RS_24, RS_32"
ZTF18admcewc,,,0.9823177,,0.98890185,,,2,"RS_32, RS_58"
ZTF19acehtsn,,,,0.9587375,0.97097373,,,2,"RS_42, RS_58"
ZTF17aacpcfj,,,,,0.9537904,0.9615611,,2,"RS_58, RS_12_1"
ZTF18admenjm,0.91100985,,,,,0.9627995,CataclyV*,2,"RS_12, RS_12_1"
ZTF19aaafowo,0.94861853,,,0.94237524,,,CataclyV*,2,"RS_12, RS_42"
ZTF19aalvizg,0.9618412,,,,0.9946426,,CataclyV*,2,"RS_12, RS_58"
ZTF18adrxpam,,,,,0.9919282,0.94051766,,2,"RS_58, RS_12_1"
ZTF17aabulyc,,,,,0.9787121,0.9297147,,2,"RS_58, RS_12_1"
ZTF18aczejci,0.9469686,,,0.91774786,,,CataclyV*,2,"RS_12, RS_42"
ZTF18adpqccq,,,,,0.91481376,0.9110629,,2,"RS_58, RS_12_1"
ZTF17aadewid,,,,,0.9603172,0.98870766,,2,"RS_58, RS_12_1"
ZTF18acvbjaw,,,,,0.9190629,0.9293707,,2,"RS_58, RS_12_1"
ZTF18abtcyai,,,0.9597057,,0.9897021,,,2,"RS_32, RS_58"
ZTF17aaaiapl,,,,0.9103973,0.99163026,,,2,"RS_42, RS_58"
ZTF18abiklxj,,,,,0.9341835,0.938233,,2,"RS_58, RS_12_1"
ZTF18abixdpa,0.9498373,,,,,0.9715038,CataclyV*,2,"RS_12, RS_12_1"
ZTF18abjyjek,,,,0.9176338,0.9260955,,,2,"RS_42, RS_58"
ZTF18aahxkit,,,0.9185596,,0.98239267,,,2,"RS_32, RS_58"
ZTF18abmbdgo,,,,,0.9307778,0.970633,,2,"RS_58, RS_12_1"
ZTF18abmehmi,,,,,0.93559307,0.90065074,,2,"RS_58, RS_12_1"
ZTF18abmewej,0.94198126,,0.9240659,,,,CataclyV*,2,"RS_12, RS_32"
ZTF18abmnxnv,,,,,0.9503978,0.943975,,2,"RS_58, RS_12_1"
ZTF18abnolsl,,,,,0.9321768,0.9824128,,2,"RS_58, RS_12_1"
ZTF18abnpmfj,,0.95382255,,,0.9237514,,,2,"RS_24, RS_58"
ZTF18abnyaoy,,0.9694399,,,,0.9612374,,2,"RS_24, RS_12_1"
ZTF18abodfgz,,,,0.9621731,0.96533626,,,2,"RS_42, RS_58"
ZTF18abotfmi,,,0.9691806,,,0.9234583,,2,"RS_32, RS_12_1"
ZTF18abpbojh,,,,,0.98498976,0.95361024,,2,"RS_58, RS_12_1"
ZTF22aayubur,,,,,0.958516,0.97063816,,2,"RS_58, RS_12_1"
ZTF21accichu,,,,,0.9445971,0.96491855,,2,"RS_58, RS_12_1"
ZTF18aaglmmw,0.9106256,,,,,0.9782823,Unknown,2,"RS_12, RS_12_1"
ZTF17aaaindr,,,,,0.98672265,0.9878427,,2,"RS_58, RS_12_1"
ZTF18abrwkko,,0.904734,,,,0.9222137,,2,"RS_24, RS_12_1"
ZTF18abrwqal,,,,,0.93951845,0.9426801,,2,"RS_58, RS_12_1"
ZTF18abslrqn,,,,,0.9919282,0.94051766,,2,"RS_58, RS_12_1"
ZTF22aagyavf,0.9250499,0.9225643,,,,,Unknown,2,"RS_12, RS_24"
ZTF22aafzmmc,0.92369425,,,,,0.9724327,Unknown,2,"RS_12, RS_12_1"
ZTF18aaadslt,,0.9405762,0.9399352,,,,,2,"RS_24, RS_32"
ZTF18aacddjc,0.92312735,,,0.95640707,,,Unknown,2,"RS_12, RS_42"
ZTF18aabzbss,,,,,0.9231601,0.93770695,,2,"RS_58, RS_12_1"
ZTF18aabxycb,,,,,0.992968,0.9853732,,2,"RS_58, RS_12_1"
ZTF18aabxxwr,,,,,0.992968,0.9853732,,2,"RS_58, RS_12_1"
ZTF21acposfb,,,,,0.9340331,0.92603904,,2,"RS_58, RS_12_1"
ZTF17aaairkd,,,,0.93915975,,0.95483345,,2,"RS_42, RS_12_1"
ZTF23aazfqqt,,,,0.9270272,0.93912035,,,2,"RS_42, RS_58"
ZTF18abhpaez,,,,,0.97368324,0.96842223,,2,"RS_58, RS_12_1"
ZTF18abgydpk,,,,0.91364,,0.92633295,,2,"RS_42, RS_12_1"
ZTF18aaieivs,,0.9323736,,,0.92233753,,,2,"RS_24, RS_58"
ZTF18aaosguh,,,0.947518,,0.9764351,,,2,"RS_32, RS_58"
ZTF18aaotzqk,0.9686094,,,,,0.945058,CataclyV*,2,"RS_12, RS_12_1"
ZTF25abuhmys,0.97302455,,,,0.99533635,,Unknown,2,"RS_12, RS_58"
ZTF18aaqjfit,,,,,0.97212344,0.95832396,,2,"RS_58, RS_12_1"
ZTF18aaqkidj,0.906191,,,,0.9902947,,CataclyV*,2,"RS_12, RS_58"
ZTF18aalovfu,,,0.92936075,0.9614593,,,,2,"RS_32, RS_42"
ZTF17aaacdos,,,,,0.9778234,0.9645836,,2,"RS_58, RS_12_1"
ZTF18aavsldw,,,,0.90111154,0.9695524,,,2,"RS_42, RS_58"
ZTF17aaaehqt,,0.9555511,0.90783393,,,,,2,"RS_24, RS_32"
ZTF18aaxywha,,0.9474916,,,0.9743121,,,2,"RS_24, RS_58"
ZTF18aaylrvm,,,,,0.9780985,0.98426646,,2,"RS_58, RS_12_1"
ZTF18aayrlef,0.947084,,,,0.942264,,Unknown,2,"RS_12, RS_58"
ZTF18aayxqoc,,,0.9079254,0.95199263,,,,2,"RS_32, RS_42"
ZTF18aazrnrs,,0.91716987,0.98101234,,,,,2,"RS_24, RS_32"
ZTF18abaiuvj,,0.9356851,0.92975503,,,,,2,"RS_24, RS_32"
ZTF18aakhdye,,,0.9427357,,0.9234628,,,2,"RS_32, RS_58"
ZTF18abasxce,0.9455818,,,,,0.9393716,CataclyV*,2,"RS_12, RS_12_1"
ZTF24abcclee,,0.9804301,0.972129,,,,,2,"RS_24, RS_32"
ZTF17aaagvsz,0.985344,,0.9582138,,,,CataclyV*,2,"RS_12, RS_32"
ZTF18abcbqxj,,,,,0.95102,0.94981486,,2,"RS_58, RS_12_1"
ZTF18aajyerc,,,,,0.94948244,0.9678689,,2,"RS_58, RS_12_1"
ZTF18abcicny,0.94699675,,0.9253199,,,,CataclyV*,2,"RS_12, RS_32"
ZTF18abcoyrf,,,,,0.9624664,0.9190172,,2,"RS_58, RS_12_1"
ZTF18abcpkyg,0.91886026,,0.93013537,,,,CataclyV*,2,"RS_12, RS_32"
ZTF18aajlfdq,,,,,0.9282545,0.98229295,,2,"RS_58, RS_12_1"
ZTF18abdeygt,,0.9767486,0.9339425,,,,,2,"RS_24, RS_32"
ZTF18abdlywu,,,,,0.93809366,0.92523247,,2,"RS_58, RS_12_1"
ZTF18aaivgmp,,,0.9722735,,0.96922797,,,2,"RS_32, RS_58"
ZTF18abffzxq,,,,0.9380174,0.9908958,,,2,"RS_42, RS_58"
ZTF18abtoupn,0.90579516,,0.90330356,,,,CataclyV*,2,"RS_12, RS_32"
ZTF20acvfwun,0.9457558,,,,,0.9881925,Unknown,2,"RS_12, RS_12_1"
ZTF18acegehb,,,,,0.9614391,0.9052931,,2,"RS_58, RS_12_1"
ZTF20abeojwu,,,,,0.9419597,0.93092674,,2,"RS_58, RS_12_1"
ZTF18acrvdrm,,,,,0.9938958,0.9856711,,2,"RS_58, RS_12_1"
ZTF18abzyvjx,,,0.9468871,,0.9465921,,,2,"RS_32, RS_58"
ZTF20abbidze,,,,,0.9100723,0.94482934,,2,"RS_58, RS_12_1"
ZTF17aaajnpg,,,,0.9858601,0.9709328,,,2,"RS_42, RS_58"
ZTF18accxlfh,0.92261386,,,0.96670884,,,Unknown,2,"RS_12, RS_42"
ZTF18acullnw,,,,0.92156065,0.9205949,,,2,"RS_42, RS_58"
ZTF20abbqfga,,,0.90289813,,,0.9326874,,2,"RS_32, RS_12_1"
ZTF17aaanzaz,,,,,0.9748303,0.95781094,,2,"RS_58, RS_12_1"
ZTF18acdzfpl,0.96745414,,,,,0.9411093,CataclyV*,2,"RS_12, RS_12_1"
ZTF18abtrtcs,,,,,0.9740605,0.9537863,,2,"RS_58, RS_12_1"
ZTF18actbrbg,0.95454335,,0.99057823,,,,CataclyV*,2,"RS_12, RS_32"
ZTF21aampbly,0.9586691,,,,,0.91608435,Unknown,2,"RS_12, RS_12_1"
ZTF18aabgcvz,,,,,0.9615168,0.9670085,,2,"RS_58, RS_12_1"
ZTF20abxurnb,,,,,0.95106906,0.92899597,,2,"RS_58, RS_12_1"
ZTF20acuhraz,,,0.9050048,0.9662307,,,,2,"RS_32, RS_42"
ZTF20aceklog,,,0.9545681,,0.9655867,,,2,"RS_32, RS_58"
ZTF17aaapdpb,,0.9310779,,,,0.9546757,,2,"RS_24, RS_12_1"
ZTF18achzhtm,,,,,0.9377462,0.9403974,,2,"RS_58, RS_12_1"
ZTF20acjqjjq,0.9238766,,,,,0.9889388,Unknown,2,"RS_12, RS_12_1"
ZTF18acrxmxy,,,,0.92954314,0.9894853,,,2,"RS_42, RS_58"
ZTF18acnocdo,,,,,0.96390235,0.9448777,,2,"RS_58, RS_12_1"
ZTF18acruxtm,,,,,0.9471345,0.938233,,2,"RS_58, RS_12_1"
ZTF18abyymej,,,,,0.9931431,0.9670282,,2,"RS_58, RS_12_1"
ZTF18aaashju,,,,,0.9740621,0.9594267,,2,"RS_58, RS_12_1"
ZTF18abvjbsu,,0.9299239,0.9935075,,,,,2,"RS_24, RS_32"
ZTF18acwzcfl,,0.9326744,,0.953832,,,,2,"RS_24, RS_42"
ZTF18abtyrpb,,,0.90115464,0.97172076,,,,2,"RS_32, RS_42"
ZTF18aaadsus,,,0.9609671,,0.91457,,,2,"RS_32, RS_58"
ZTF18abtywsw,,0.9055506,,,0.96829164,,,2,"RS_24, RS_58"
ZTF18aabsmhl,,,,0.91971296,,0.9758754,,2,"RS_42, RS_12_1"
ZTF18aabsiul,,,,,0.9844254,0.97528243,,2,"RS_58, RS_12_1"
ZTF18abujfcu,,,,,0.985241,0.98693746,,2,"RS_58, RS_12_1"
ZTF18abuqhmk,,,,,0.9835926,0.97156525,,2,"RS_58, RS_12_1"
ZTF18aabpubs,,,,,0.9295045,0.9413279,,2,"RS_58, RS_12_1"
ZTF18abvgcbb,,,,,0.9875114,0.99104077,,2,"RS_58, RS_12_1"
ZTF21abawduv,,0.9804301,0.972129,,,,,2,"RS_24, RS_32"
ZTF18abvtydv,,,,,0.9505342,0.9631204,,2,"RS_58, RS_12_1"
ZTF18acrwlyl,,,,,0.9444461,0.9751814,,2,"RS_58, RS_12_1"
ZTF18abwglxa,,,,,0.99340147,0.9851709,,2,"RS_58, RS_12_1"
ZTF20aaplfaf,,,,,0.90615445,0.9575772,,2,"RS_58, RS_12_1"
ZTF18abxhqft,,,0.94787633,,0.9435778,,,2,"RS_32, RS_58"
ZTF21aaqujsi,,0.9525996,,,0.9547752,,,2,"RS_24, RS_58"
ZTF18abxxpkk,,,,,0.9877389,0.95126826,,2,"RS_58, RS_12_1"
ZTF18aaanjgg,0.9436819,,,,0.9043405,,CataclyV*,2,"RS_12, RS_58"
ZTF18abxywka,,,,,0.99120086,0.9752467,,2,"RS_58, RS_12_1"
ZTF18aaagcqv,,,0.9252139,,,0.96070224,,2,"RS_32, RS_12_1"
